0.03300	792.280780	0.150480	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.129002	0.207381	0.138803	0.073735	0.222826	0.300498	0.096202
0.03500	1091.648260	0.194381	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.134175	0.206149	0.152049	0.073297	0.213148	0.309230	0.089697
0.03700	1540.225380	0.274621	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.139580	0.204862	0.166117	0.072840	0.203795	0.317047	0.083537
0.03900	2112.816100	0.262092	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.145251	0.203512	0.181085	0.072360	0.194719	0.323913	0.077683
0.04100	3055.642560	0.347828	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.151229	0.202088	0.197045	0.071854	0.185874	0.329782	0.072103
0.04300	5194.221940	0.481717	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.157561	0.200581	0.214106	0.071318	0.177215	0.334595	0.066763
0.04500	14506.300980	0.746050	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.164307	0.198974	0.232398	0.070746	0.168696	0.338277	0.061634
0.04700	46852.916320	0.695193	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.171537	0.197253	0.252079	0.070134	0.160271	0.340737	0.056688
0.04900	219702.224260	0.857147	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.179336	0.195396	0.273340	0.069474	0.151890	0.341860	0.051897
0.05100	790022.829100	0.471233	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.187810	0.193379	0.296415	0.068757	0.143498	0.341502	0.047232
0.05300	908494.558560	0.323049	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.197092	0.191169	0.321593	0.067971	0.135033	0.339483	0.042663
