0.033	86.101	99.158	0.23798
0.035	85.572	95.124	0.24684
0.037	85.382	87.76	0.25275
0.039	83.351	78.199	0.25397
0.041	76.855	64.663	0.26645
0.043	71.438	55.148	0.26266
0.045	66.81	49.599	0.25881
0.047	61.105	43.728	0.24774
0.049	60.1	41.485	0.25035
0.051	56.795	40.376	0.24567
0.053	54.803	37.799	0.23842
0.055	54.374	35.711	0.23431
0.057	54.004	35.022	0.22825
0.059	54.349	33.115	0.22765
0.061	51.42	31.931	0.22076
0.063	52.804	30.687	0.22282
0.065	51.332	29.465	0.21539
0.067	48.632	29.909	0.21534
0.069	49.192	28.354	0.2152
0.071	48.643	27.876	0.21265
0.073	48.329	27.303	0.21529
0.075	47.935	25.656	0.20736
0.077	47.175	25.285	0.20748
0.079	48.291	25.454	0.2083
0.081	48.521	24.007	0.20283
0.083	45.726	25.136	0.20415
0.085	46.582	23.052	0.20143
0.087	47.001	24.028	0.20309
0.089	46.797	22.442	0.19758
0.091	47.317	22.452	0.19618
0.093	45.764	21.506	0.19399
0.095	45.333	21.837	0.19267
0.097	46.292	20.804	0.19177
0.099	47.106	20.397	0.18913
0.101	46.151	20.924	0.18879
