0.001	77.296	91.718	0.25585
0.003	80.101	88.638	0.26218
0.005	80.243	88.877	0.26721
0.007	81.616	86.432	0.27683
0.009	82.773	85.155	0.28442
0.011	83.811	85.676	0.29717
0.013	86.041	85.181	0.30989
0.015	88.242	85.72	0.31224
0.017	88.967	86.206	0.32732
0.019	91.953	85.843	0.33074
0.021	91.32	85.071	0.34464
0.023	94.327	84.189	0.34748
0.025	97.168	83.68	0.36054
0.027	97.982	81.688	0.36756
0.029	101.68	83.989	0.39167
0.031	102.73	82.765	0.40094
0.033	106.27	83.884	0.41198
0.035	109.12	83.915	0.43426
0.037	113.7	84.506	0.44502
0.039	118.08	88.82	0.45642
0.041	120.81	91.12	0.47912
0.043	130.46	98.15	0.49555
0.045	140.48	103.43	0.50389
0.047	148.37	108.66	0.49547
0.049	155.46	115.95	0.51835
0.051	168.43	127.87	0.50586
0.053	177.89	135.99	0.49644
0.055	186.55	142.39	0.4825
0.057	196.54	148.59	0.47074
0.059	201.18	151.04	0.44933
0.061	205.03	149.84	0.43974
